u_number,sex,race,age,high_school,full_part,city,stat_code,zip,pell_grant,camp_code,major,hours_attempted,hours_earned,mc_gpa,pass_engl,pass_math,term_year,summer1,fall,MCPS,HS_classify,hours_earned_rate,unearned_hours
20202237,M,Black / African Am.,18 - 20,Watkins Mill High School,PT,Germantown,MD,20874,N,G,International Studies,9,6,2.67,N,N,2021,N,Y,TRUE,MCPS,0.6666666666666666,3
20202238,M,White,18 - 20,Walter Johnson High School,PT,Kensington,MD,20895,N,R,General Studies,6,0,0,N,N,2021,N,Y,TRUE,MCPS,0,6
20202239,M,Black / African Am.,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,N,T,Architectural Technology,6,6,2.5,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202240,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,N,R,General Studies,18,16,3.6,Y,Y,2021,N,Y,TRUE,MCPS,0.8888888888888888,2
20202242,F,White,18 - 20,Colonel Zadok Magruder HS,FT,North Potomac,MD,20878,N,R,General Studies,17,3,2,N,N,2021,N,Y,TRUE,MCPS,0.17647058823529413,14
20202243,F,White,18 - 20,Poolesville Jr-Sr High School,PT,Poolesville,MD,20837,N,R,Criminal Justice,5,3,4,Y,N,2021,N,Y,TRUE,MCPS,0.6,2
20202244,F,Foreign,18 - 20,Northwood High School,FT,Rockville,MD,20852,N,R,Undeclared,19,16,3.7,N,N,2021,N,Y,TRUE,MCPS,0.8421052631578947,3
20202246,M,Asian,18 - 20,Thomas Sprigg Wootton High Sch,FT,Germantown,MD,20874,N,G,Computer Science,16,16,3.38,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202248,F,Hispanic,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20906,N,R,General Studies,21,18,1.67,N,N,2021,N,Y,TRUE,MCPS,0.8571428571428571,3
20202249,F,Asian,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,General Studies,13,13,3.23,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202250,F,Black / African Am.,18 - 20,Watkins Mill High School,PT,Montgomery Village,MD,20886,N,G,Education,13,3,0.5,N,N,2021,N,Y,TRUE,MCPS,0.23076923076923078,10
20202251,M,Asian,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,N,G,Education,18,10,2.9,Y,N,2021,N,Y,TRUE,MCPS,0.5555555555555556,8
20202252,M,Hispanic,18 - 20,John F. Kennedy High School,PT,Silver Spring,MD,20906,N,R,Graphic Design,8,3,0.5,N,N,2021,N,Y,TRUE,MCPS,0.375,5
20202253,M,Hispanic,18 - 20,James Hubert Blake High School,PT,Ashton,MD,20861,N,T,Education,11,3,1,N,N,2021,N,Y,TRUE,MCPS,0.2727272727272727,8
20202254,F,Foreign,18 - 20,Walt Whitman High School,PT,Bethesda,MD,20817,N,G,Education,5,0,0,N,N,2021,N,Y,TRUE,MCPS,0,5
20202255,M,Hispanic,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20905,N,R,General Studies,11,9,3.33,Y,N,2021,N,Y,TRUE,MCPS,0.8181818181818182,2
20202256,F,Foreign,18 - 20,Wheaton High School,FT,Silver Spring,MD,20906,N,R,General Studies,13,6,2,Y,N,2021,N,Y,TRUE,MCPS,0.46153846153846156,7
20202257,M,Hispanic,18 - 20,Bethesda Chevy Chase High Schl,FT,Chevy Chase,MD,20815,N,R,General Studies,15,0,0,N,N,2021,N,Y,TRUE,MCPS,0,15
20202258,F,Asian,< 18,Rockville High School,FT,Rockville,MD,20853,N,R,Education,12,12,3.75,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202260,M,Hispanic,< 18,Walter Johnson High School,FT,Bethesda,MD,20817,N,R,General Studies,15,15,4,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202261,M,Foreign,18 - 20,Wheaton High School,FT,Silver Spring,MD,20902,N,G,General Studies,15,13,2.62,Y,N,2021,N,Y,TRUE,MCPS,0.8666666666666667,2
20202262,F,Asian,18 - 20,Thomas Sprigg Wootton High Sch,PT,Rockville,MD,20850,N,R,Undeclared,5,3,1,N,N,2021,N,Y,TRUE,MCPS,0.6,2
20202263,M,Black / African Am.,18 - 20,Albert Einstein HS & MC Art Cn,FT,Kensington,MD,20895,N,R,Cybersecurity,13,6,4,Y,N,2021,N,Y,TRUE,MCPS,0.46153846153846156,7
20202264,F,Hispanic,< 18,Seneca Valley High School,PT,Germantown,MD,20874,N,G,Science,7,7,1.86,N,N,2021,N,Y,TRUE,MCPS,1,0
20202265,M,Hispanic,18 - 20,Quince Orchard Sr High School,FT,North Potomac,MD,20878,N,R,General Studies,14,3,0.5,N,N,2021,N,Y,TRUE,MCPS,0.21428571428571427,11
20202268,F,Foreign,< 18,Paint Branch High School,FT,Silver Spring,MD,20904,N,R,General Studies,18,12,2.75,Y,N,2021,N,Y,TRUE,MCPS,0.6666666666666666,6
20202273,F,Hispanic,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,N,R,General Studies,10,10,3,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202274,M,Hispanic,18 - 20,Watkins Mill High School,PT,Montgomery Village,MD,20886,N,R,Education,11,6,1.33,Y,N,2021,N,Y,TRUE,MCPS,0.5454545454545454,5
20202276,M,Black / African Am.,18 - 20,Albert Einstein HS & MC Art Cn,FT,Rockville,MD,20852,N,R,Computer Science,12,11,2.45,Y,Y,2021,N,Y,TRUE,MCPS,0.9166666666666666,1
20202278,M,Hispanic,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,Computer Science,20,6,1.5,Y,N,2021,N,Y,TRUE,MCPS,0.3,14
20202279,N,Black / African Am.,18 - 20,Sherwood High School,PT,Olney,MD,20832,N,R,Business,9,3,2,N,N,2021,N,Y,TRUE,MCPS,0.3333333333333333,6
20202280,F,Hispanic,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20876,N,G,Health Sciences,13,13,2.54,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202281,F,Asian,18 - 20,Bethesda Chevy Chase High Schl,FT,Silver Spring,MD,20910,N,T,Health Sciences,17,13,3.46,Y,Y,2021,N,Y,TRUE,MCPS,0.7647058823529411,4
20202283,F,Hispanic,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20879,N,G,General Studies,4,0,0,N,N,2021,N,Y,TRUE,MCPS,0,4
20202284,F,Hispanic,18 - 20,Montgomery Blair High School,FT,Takoma Park,MD,20912,N,R,General Studies,16,12,3.5,Y,N,2021,N,Y,TRUE,MCPS,0.75,4
20202285,M,Asian,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20901,N,R,General Studies,21,21,3.75,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202286,M,Foreign,18 - 20,Northwood High School,FT,Silver Spring,MD,20906,N,R,Architectural Technology,13,13,2.31,N,Y,2021,N,Y,TRUE,MCPS,1,0
20202287,M,Hispanic,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20906,N,T,General Studies,9,0,0,N,N,2021,N,Y,TRUE,MCPS,0,9
20202288,M,Hispanic,18 - 20,Springbrook Sr High School,FT,Laurel,MD,20707,N,T,Computer Science,13,9,3,Y,Y,2021,N,Y,TRUE,MCPS,0.6923076923076923,4
20202291,F,Hispanic,18 - 20,Rockville High School,FT,Rockville,MD,20851,N,R,Business,13,9,2.67,Y,N,2021,N,Y,TRUE,MCPS,0.6923076923076923,4
20202293,F,Hispanic,18 - 20,Colonel Zadok Magruder HS,PT,Derwood,MD,20855,N,R,General Studies,11,9,3.33,Y,N,2021,N,Y,TRUE,MCPS,0.8181818181818182,2
20202294,F,Black / African Am.,< 18,Paint Branch High School,FT,Burtonsville,MD,20866,N,T,Health Sciences,18,17,2.94,Y,Y,2021,N,Y,TRUE,MCPS,0.9444444444444444,1
20202295,M,Hispanic,18 - 20,Montgomery Blair High School,FT,Takoma Park,MD,20912,N,T,Criminal Justice,32,30,3.4,Y,Y,2021,N,Y,TRUE,MCPS,0.9375,2
20202298,F,Black / African Am.,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,N,R,Science,16,10,3.6,Y,N,2021,N,Y,TRUE,MCPS,0.625,6
20202299,M,White,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,Cybersecurity,17,12,1.4,Y,Y,2021,N,Y,TRUE,MCPS,0.7058823529411765,5
20202300,M,Black / African Am.,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20903,N,R,Engineering Science,25,21,3,Y,N,2021,N,Y,TRUE,MCPS,0.84,4
20202302,F,Black / African Am.,18 - 20,Sherwood High School,PT,Olney,MD,20832,N,R,Paralegal Studies,3,0,0,N,N,2021,N,Y,TRUE,MCPS,0,3
20202303,M,Hispanic,18 - 20,Winston Churchill High School,FT,Rockville,MD,20852,N,R,General Studies,15,3,0.25,N,N,2021,N,Y,TRUE,MCPS,0.2,12
20202305,M,Hispanic,18 - 20,Colonel Zadok Magruder HS,FT,Gaithersburg,MD,20877,N,R,Health Sciences,16,0,0,N,N,2021,N,Y,TRUE,MCPS,0,16
20202306,F,Hispanic,18 - 20,James Hubert Blake High School,FT,Clarksburg,MD,20871,N,G,Health Sciences,13,13,3.15,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202307,M,White,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,NA,Education,14,3,0.5,N,N,2021,N,Y,TRUE,MCPS,0.21428571428571427,11
20202310,F,Black / African Am.,18 - 20,Colonel Zadok Magruder HS,FT,Rockville,MD,20855,N,R,Health Sciences,14,0,0,N,N,2021,N,Y,TRUE,MCPS,0,14
20202311,M,Black / African Am.,18 - 20,Bethesda Chevy Chase High Schl,FT,Silver Spring,MD,20910,N,T,Computer Science,17,16,4,Y,Y,2021,N,Y,TRUE,MCPS,0.9411764705882353,1
20202312,F,Hispanic,18 - 20,Clarksburg High School,FT,Germantown,MD,20876,N,NA,General Studies,13,13,2.15,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202313,F,Black / African Am.,18 - 20,Northwood High School,PT,Silver Spring,MD,20906,N,T,Science,9,3,2,Y,N,2021,N,Y,TRUE,MCPS,0.3333333333333333,6
20202315,M,White,18 - 20,Rockville High School,FT,Silver Spring,MD,20904,N,R,Building Trade,12,10,2.6,N,Y,2021,N,Y,TRUE,MCPS,0.8333333333333334,2
20202316,F,White,18 - 20,Walt Whitman High School,FT,Bethesda,MD,20816,N,R,General Studies,18,18,3.33,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202317,F,Black / African Am.,18 - 20,Colonel Zadok Magruder HS,FT,Olney,MD,20832,N,R,Science,14,0,0,N,N,2021,N,Y,TRUE,MCPS,0,14
20202318,F,White,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20852,N,R,General Studies,12,12,2.25,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202319,F,Hispanic,18 - 20,Watkins Mill High School,FT,Gaithersburg,MD,20877,N,G,Health Sciences,13,13,3,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202320,F,Hispanic,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20901,N,R,General Studies,9,3,0.33,N,N,2021,N,Y,TRUE,MCPS,0.3333333333333333,6
20202321,F,Black / African Am.,18 - 20,Colonel Zadok Magruder HS,FT,Olney,MD,20832,N,R,General Studies,12,3,2,N,N,2021,N,Y,TRUE,MCPS,0.25,9
20202322,F,Black / African Am.,18 - 20,Damascus High School,PT,Clarksburg,MD,20871,N,G,General Studies,6,6,2,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202323,F,Asian,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,N,R,General Studies,14,12,2.75,Y,N,2021,N,Y,TRUE,MCPS,0.8571428571428571,2
20202325,F,Hispanic,18 - 20,Rockville High School,FT,Rockville,MD,20853,N,G,General Studies,17,12,2.33,Y,N,2021,N,Y,TRUE,MCPS,0.7058823529411765,5
20202327,M,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,N,R,General Studies,18,16,3.6,Y,Y,2021,N,Y,TRUE,MCPS,0.8888888888888888,2
20202328,M,Black / African Am.,18 - 20,Watkins Mill High School,PT,Germantown,MD,20876,N,G,Computer Gaming and Simulation,6,0,0,N,N,2021,N,Y,TRUE,MCPS,0,6
20202329,M,Hispanic,18 - 20,Sherwood High School,FT,Olney,MD,20832,N,R,Criminal Justice,14,12,2.5,Y,Y,2021,N,Y,TRUE,MCPS,0.8571428571428571,2
20202331,M,White,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,N,G,Business,10,10,3.7,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202333,F,White,18 - 20,Thomas Sprigg Wootton High Sch,PT,Potomac,MD,20854,N,R,General Studies,11,3,2,N,Y,2021,N,Y,TRUE,MCPS,0.2727272727272727,8
20202335,F,Hispanic,18 - 20,Quince Orchard Sr High School,PT,Germantown,MD,20876,N,G,Health Sciences,11,6,4,Y,N,2021,N,Y,TRUE,MCPS,0.5454545454545454,5
20202336,M,Hispanic,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20903,N,R,"Health Enhancement, Exercise Science, and
Physical Education",16,6,0.92,N,N,2021,N,Y,TRUE,MCPS,0.375,10
20202337,M,White,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,Computer Science,16,16,3.38,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202338,M,Black / African Am.,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,Engineering Science,14,11,2.27,Y,Y,2021,N,Y,TRUE,MCPS,0.7857142857142857,3
20202339,F,Black / African Am.,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20853,N,R,Business,12,6,4,Y,N,2021,N,Y,TRUE,MCPS,0.5,6
20202340,M,White,18 - 20,Quince Orchard Sr High School,FT,Derwood,MD,20855,N,R,General Studies,31,31,3.67,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202341,M,Black / African Am.,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20910,N,T,Computer Science,17,11,3.73,Y,N,2021,N,Y,TRUE,MCPS,0.6470588235294118,6
20202342,F,Asian,18 - 20,Thomas Sprigg Wootton High Sch,PT,North Potomac,MD,20878,N,R,General Studies,5,5,4,N,N,2021,N,Y,TRUE,MCPS,1,0
20202343,M,Asian,18 - 20,Clarksburg High School,PT,Clarksburg,MD,20871,N,G,Engineering Science,16,6,1,N,N,2021,N,Y,TRUE,MCPS,0.375,10
20202344,F,Black / African Am.,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,N,T,Business,5,0,0,N,N,2021,N,Y,TRUE,MCPS,0,5
20202345,M,Foreign,18 - 20,Rockville High School,PT,Rockville,MD,20853,N,T,Business,17,15,3,Y,Y,2021,N,Y,TRUE,MCPS,0.8823529411764706,2
20202348,F,Asian,18 - 20,Northwood High School,FT,Silver Spring,MD,20901,N,T,Business,15,15,3.6,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202350,M,White,18 - 20,Colonel Zadok Magruder HS,FT,Derwood,MD,20855,N,R,Business,12,12,3.5,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202352,M,White,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20904,N,T,Science,14,10,2.3,Y,Y,2021,N,Y,TRUE,MCPS,0.7142857142857143,4
20202353,M,Hispanic,18 - 20,Gaithersburg High School,PT,Rockville,MD,20850,N,R,Cybersecurity,5,0,0,N,N,2021,N,Y,TRUE,MCPS,0,5
20202354,M,Black / African Am.,18 - 20,Richard Montgomery High School,PT,Clarksburg,MD,20871,N,G,Engineering Science,5,0,0,N,N,2021,N,Y,TRUE,MCPS,0,5
20202355,F,White,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,General Studies,16,3,0.33,N,N,2021,N,Y,TRUE,MCPS,0.1875,13
20202357,M,Multi-Race,18 - 20,Colonel Zadok Magruder HS,FT,Gaithersburg,MD,20879,N,G,General Studies,13,10,2.6,Y,Y,2021,N,Y,TRUE,MCPS,0.7692307692307693,3
20202358,M,Multi-Race,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,General Studies,12,0,0,N,N,2021,N,Y,TRUE,MCPS,0,12
20202359,M,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20905,N,T,Science,15,9,1.67,N,N,2021,N,Y,TRUE,MCPS,0.6,6
20202360,M,Hispanic,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20906,N,T,Engineering Science,14,3,4,Y,N,2021,N,Y,TRUE,MCPS,0.21428571428571427,11
20202363,M,Hispanic,18 - 20,Colonel Zadok Magruder HS,FT,Gaithersburg,MD,20877,N,T,Health Sciences,16,9,1.25,Y,Y,2021,N,Y,TRUE,MCPS,0.5625,7
20202364,F,White,18 - 20,Sherwood High School,PT,Brookeville,MD,20833,N,R,General Studies,8,6,1.5,Y,N,2021,N,Y,TRUE,MCPS,0.75,2
20202365,F,Hispanic,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20903,N,T,Health Sciences,14,12,3,Y,Y,2021,N,Y,TRUE,MCPS,0.8571428571428571,2
20202366,M,Asian,18 - 20,Albert Einstein HS & MC Art Cn,FT,Kensington,MD,20895,N,G,General Studies,11,0,0,N,N,2021,N,Y,TRUE,MCPS,0,11
20202367,M,Black / African Am.,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,N,R,Engineering Science,9,0,0,N,N,2021,N,Y,TRUE,MCPS,0,9
20202368,F,White,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20910,N,T,General Studies,7,1,4,N,N,2021,N,Y,TRUE,MCPS,0.14285714285714285,6
20202369,M,Black / African Am.,18 - 20,Colonel Zadok Magruder HS,FT,Derwood,MD,20855,N,G,Building Trade,16,0,0,N,N,2021,N,Y,TRUE,MCPS,0,16
20202370,F,Asian,18 - 20,Seneca Valley High School,PT,Germantown,MD,20874,N,R,General Studies,9,7,4,Y,N,2021,N,Y,TRUE,MCPS,0.7777777777777778,2
20202371,M,Hispanic,18 - 20,Walter Johnson High School,PT,Rockville,MD,20852,N,R,Criminal Justice,5,3,4,Y,N,2021,N,Y,TRUE,MCPS,0.6,2
20202372,F,Asian,< 18,Springbrook Sr High School,FT,Silver Spring,MD,20903,N,R,International Studies,12,12,1.75,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202373,M,White,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,N,G,Network and Wireless Technologies,15,3,0.5,N,Y,2021,N,Y,TRUE,MCPS,0.2,12
20202377,M,Black / African Am.,18 - 20,Paint Branch High School,FT,Burtonsville,MD,20866,N,T,Computer Gaming and Simulation,15,15,3.8,N,N,2021,N,Y,TRUE,MCPS,1,0
20202380,M,Asian,18 - 20,Winston Churchill High School,FT,Rockville,MD,20850,N,R,Science,40,40,4,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202382,M,White,18 - 20,Bethesda Chevy Chase High Schl,FT,Bethesda,MD,20814,N,R,General Studies,12,12,3.75,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202384,M,Hispanic,18 - 20,Rockville High School,FT,Derwood,MD,20855,N,R,General Studies,9,9,3.33,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202385,M,Hispanic,18 - 20,Colonel Zadok Magruder HS,PT,Rockville,MD,20902,N,R,Health Sciences,8,3,2,Y,N,2021,N,Y,TRUE,MCPS,0.375,5
20202386,F,Asian,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,N,R,Computer Science,13,13,3.77,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202387,M,White,18 - 20,Bethesda Chevy Chase High Schl,PT,Silver Spring,MD,20902,N,T,Art,6,6,3.5,N,N,2021,N,Y,TRUE,MCPS,1,0
20202389,M,Multi-Race,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20905,N,R,Computer Science,13,9,2.67,Y,N,2021,N,Y,TRUE,MCPS,0.6923076923076923,4
20202391,M,Black / African Am.,18 - 20,James Hubert Blake High School,PT,Silver Spring,MD,20904,N,T,General Studies,11,3,1,Y,N,2021,N,Y,TRUE,MCPS,0.2727272727272727,8
20202392,F,Hispanic,18 - 20,Paint Branch High School,PT,Burtonsville,MD,20866,N,R,Interior Design,10,6,2,Y,Y,2021,N,Y,TRUE,MCPS,0.6,4
20202393,F,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,N,R,"Health Enhancement, Exercise Science, and
Physical Education",20,20,3.71,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202394,M,Hispanic,18 - 20,Colonel Zadok Magruder HS,PT,Gaithersburg,MD,20877,N,R,Criminal Justice,5,3,3,Y,N,2021,N,Y,TRUE,MCPS,0.6,2
20202395,N,Black / African Am.,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,N,T,Computer Science,15,6,3.5,Y,N,2021,N,Y,TRUE,MCPS,0.4,9
20202396,M,Black / African Am.,< 18,Montgomery Blair High School,FT,Silver Spring,MD,20902,N,T,Cybersecurity,13,11,3.18,Y,N,2021,N,Y,TRUE,MCPS,0.8461538461538461,2
20202399,M,Black / African Am.,18 - 20,Wheaton High School,FT,Silver Spring,MD,20906,N,R,Computer Science,22,18,3.25,Y,Y,2021,N,Y,TRUE,MCPS,0.8181818181818182,4
20202402,M,Hispanic,18 - 20,Walt Whitman High School,PT,Bethesda,MD,20817,N,R,Cybersecurity,6,6,3,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202412,F,Hispanic,18 - 20,Clarksburg High School,PT,Boyds,MD,20841,N,R,"Health Enhancement, Exercise Science, and
Physical Education",10,10,3.7,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202413,M,Black / African Am.,18 - 20,Colonel Zadok Magruder HS,PT,Derwood,MD,20855,N,R,General Studies,11,0,0,N,N,2021,N,Y,TRUE,MCPS,0,11
20202415,M,Asian,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20904,N,T,Computer Science,16,7,1.5,Y,Y,2021,N,Y,TRUE,MCPS,0.4375,9
20202417,F,Hispanic,18 - 20,Watkins Mill High School,FT,Germantown,MD,20876,N,G,Criminal Justice,12,12,3.25,Y,N,2021,N,Y,TRUE,MCPS,1,0
20202418,M,White,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,N,R,Communication,10,0,0,N,N,2021,N,Y,TRUE,MCPS,0,10
20202419,F,Black / African Am.,18 - 20,Northwest HS - Germantown,FT,Gaithersburg,MD,20878,N,R,General Studies,12,5,4,N,N,2021,N,Y,TRUE,MCPS,0.4166666666666667,7
20202420,M,Asian,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20910,N,T,Graphic Design,16,16,3.44,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202423,F,Hispanic,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,N,R,General Studies,23,20,3.23,N,N,2021,N,Y,TRUE,MCPS,0.8695652173913043,3
20202424,M,Hispanic,18 - 20,Rockville High School,PT,Silver Spring,MD,20906,N,R,Computer Science,21,21,3.67,N,N,2021,N,Y,TRUE,MCPS,1,0
20202428,F,Hispanic,18 - 20,Northwood High School,PT,Silver Spring,MD,20901,N,R,Health Sciences,9,0,0,N,N,2021,N,Y,TRUE,MCPS,0,9
20202431,M,Black / African Am.,18 - 20,Northwest HS - Germantown,PT,Germantown,MD,20874,N,G,Business,5,0,0,N,N,2021,N,Y,TRUE,MCPS,0,5
20202432,F,Black / African Am.,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20903,N,T,Health Sciences,12,0,0,N,N,2021,N,Y,TRUE,MCPS,0,12
20202436,F,Hispanic,18 - 20,Clarksburg High School,FT,Germantown,MD,20876,N,G,Health Sciences,16,16,4,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202437,M,Black / African Am.,18 - 20,Watkins Mill High School,FT,Gaithersburg,MD,20886,N,G,Graphic Design,4,4,4,N,N,2021,N,Y,TRUE,MCPS,1,0
20202438,F,White,18 - 20,Rockville High School,FT,Rockville,MD,20851,N,R,General Studies,15,15,3.8,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202440,F,Black / African Am.,18 - 20,James Hubert Blake High School,PT,Burtonsville,MD,20866,N,T,Graphic Design,3,0,0,N,N,2021,N,Y,TRUE,MCPS,0,3
20202442,F,White,18 - 20,Albert Einstein HS & MC Art Cn,PT,Kensington,MD,20895,N,R,General Studies,5,0,0,N,N,2021,N,Y,TRUE,MCPS,0,5
20202446,F,Foreign,18 - 20,John F. Kennedy High School,PT,Silver Spring,MD,20902,N,T,Health Sciences,8,6,2.5,Y,N,2021,N,Y,TRUE,MCPS,0.75,2
20202447,M,Foreign,18 - 20,Walt Whitman High School,FT,Bethesda,MD,20817,N,R,Business,18,13,1.19,Y,N,2021,N,Y,TRUE,MCPS,0.7222222222222222,5
20202449,F,Multi-Race,18 - 20,Rockville High School,FT,Derwood,MD,20855,N,R,Business,12,6,2.5,Y,N,2021,N,Y,TRUE,MCPS,0.5,6
20202450,F,Hispanic,< 18,Northwest HS - Germantown,FT,Clarksburg,MD,20871,N,G,General Studies,17,9,1,N,Y,2021,N,Y,TRUE,MCPS,0.5294117647058824,8
20202452,F,Asian,18 - 20,Northwest HS - Germantown,FT,Gaithersburg,MD,20878,N,G,Science,14,10,2.8,Y,N,2021,N,Y,TRUE,MCPS,0.7142857142857143,4
20202453,F,Asian,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20879,N,R,Business,13,9,3.67,Y,N,2021,N,Y,TRUE,MCPS,0.6923076923076923,4
20202455,M,Hispanic,18 - 20,Colonel Zadok Magruder HS,PT,Gaithersburg,MD,20877,N,G,Science,9,3,3,Y,N,2021,N,Y,TRUE,MCPS,0.3333333333333333,6
20202457,F,Hispanic,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20851,N,R,Business,13,6,1.5,Y,N,2021,N,Y,TRUE,MCPS,0.46153846153846156,7
20202458,F,Hispanic,18 - 20,Winston Churchill High School,PT,Potomac,MD,20854,N,R,"Health Enhancement, Exercise Science, and
Physical Education",5,3,3,Y,N,2021,N,Y,TRUE,MCPS,0.6,2
20202459,M,Hispanic,18 - 20,Rockville High School,PT,Rockville,MD,20851,N,R,Construction Management,11,9,2,Y,Y,2021,N,Y,TRUE,MCPS,0.8181818181818182,2
20202460,F,Foreign,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,General Studies,15,15,2.87,Y,Y,2021,N,Y,TRUE,MCPS,1,0
20202462,N,Black / African Am.,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,Business,11,4,4,Y,N,2021,N,Y,TRUE,MCPS,0.36363636363636365,7
20202464,M,Black / African Am.,18 - 20,Bethesda Chevy Chase High Schl,PT,Chevy Chase,MD,20815,N,NA,General Studies,6,0,0,N,N,2021,N,Y,TRUE,MCPS,0,6
20202466,M,Hispanic,18 - 20,Wheaton High School,FT,Rockville,MD,20853,N,R,General Studies,13,9,4,Y,Y,2021,N,Y,TRUE,MCPS,0.6923076923076923,4
20202467,F,Hispanic,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,N,R,Business,10,0,0,N,N,2021,N,Y,TRUE,MCPS,0,10
20202469,M,Hispanic,18 - 20,Bethesda Chevy Chase High Schl,FT,Bethesda,MD,20814,N,R,Computer Science,14,12,3.5,Y,Y,2021,N,Y,TRUE,MCPS,0.8571428571428571,2
20202470,F,Black / African Am.,18 - 20,Walter Johnson High School,PT,Rockville,MD,20852,N,R,Education,8,0,0,N,N,2021,N,Y,TRUE,MCPS,0,8
