"","u_number","sex","race","age","high_school","full_part","city","stat_code","zip","pell_grant","camp_code","major","hours_attempted","hours_earned","mc_gpa","pass_engl","pass_math","term_year","summer2","fall"
"6451","20202881","M","Asian","21 - 24","Out of State High School","PT","Rockville","MD","20853","N","T","General Studies",21,21,4,"Y","Y","2021","N","Y"
"6452","20202883","M","Black / African Am.","18 - 20","James Hubert Blake High School","PT","Silver Spring","MD","20904","N","T","Science",9,8,1.75,"Y","N","2021","N","Y"
"6453","20202884","F","Asian","18 - 20","Damascus High School","PT","Clarksburg","MD","20871","N","G","Health Enhancement, Exercise Science, and
Physical Education",18,18,2.91,"Y","Y","2021","N","Y"
"6454","20202885","F","Black / African Am.","18 - 20","Paint Branch High School","PT","Silver Spring","MD","20904","Y","T","Architectural Technology",3,0,0,"N","N","2021","N","Y"
"6455","20202886","F","Black / African Am.","18 - 20","Unknown","FT","Wheaton","MD","20902","N","R","Business",16,16,4,"Y","Y","2021","N","Y"
"6456","20202887","F","Hispanic","18 - 20","Damascus High School","FT","Damascus","MD","20872","Y","G","General Studies",12,9,1.75,"N","Y","2021","N","Y"
"6457","20202888","M","Hispanic","18 - 20","Rockville High School","PT","Rockville","MD","20850","N","R","Hospitality",10,8,3.38,"Y","N","2021","N","Y"
"6458","20202889","F","Foreign","25 - 29","Unknown","FT","Bethesda","MD","20817","N","R","General Studies",12,10,3.9,"Y","N","2021","N","Y"
"6459","20202890","M","Multi-Race","21 - 24","Laurel High School","PT","Laurel","MD","20707","N","T","Graphic Design",6,6,2.5,"N","N","2021","N","Y"
"6460","20202891","F","White","18 - 20","Albert Einstein HS & MC Art Cn","FT","Silver Spring","MD","20901","N","T","General Studies",16,16,4,"Y","Y","2021","N","Y"
"6461","20202892","M","Black / African Am.","18 - 20","Wheaton High School","PT","Silver Spring","MD","20906","Y","G","Network and Wireless Technologies",6,0,0,"N","N","2021","N","Y"
"6462","20202893","M","Asian","21 - 24","DISTRICT OF COLUMBIA HS","PT","Rockville","MD","20853","N","R","General Studies",3,3,4,"N","N","2021","N","Y"
"6463","20202894","F","Hispanic","18 - 20","Sherwood High School","FT","Beltsville","MD","20705","Y","R","General Studies",14,12,3.5,"Y","Y","2021","N","Y"
"6464","20202895","M","Black / African Am.","< 18","Northwest HS - Germantown","FT","Germantown","MD","20874","Y","G","Engineering Science",9,3,1.29,"Y","N","2021","N","Y"
"6465","20202896","F","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20902","Y","R","Business",5,0,0,"N","N","2021","N","Y"
"6466","20202897","F","Multi-Race","21 - 24","Bethesda Chevy Chase High Schl","PT","Silver Spring","MD","20901","Y","R","Paralegal Studies",32,32,4,"N","N","2021","N","Y"
"6467","20202898","F","Hispanic","18 - 20","Don Bosco Cristo Rey High Sch.","PT","Gaithersburg","MD","20877","Y","T","Business",11,9,3,"Y","N","2021","N","Y"
"6468","20202900","F","White","18 - 20","Quince Orchard Sr High School","PT","Gaithersburg","MD","20878","N","G","Theatre",9,0,0,"N","N","2021","N","Y"
"6469","20202901","F","Hispanic","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20877","N","R","General Studies",8,3,1,"Y","N","2021","N","Y"
"6470","20202902","M","White","18 - 20","Walter Johnson High School","PT","Rockville","MD","20851","N","R","Computer Science",10,7,2.1,"Y","Y","2021","N","Y"
"6471","20202903","F","Hispanic","21 - 24","Northwood High School","PT","Silver Spring","MD","20906","Y","R","General Studies",5,3,4,"Y","N","2021","N","Y"
"6472","20202904","M","Foreign","21 - 24","Unknown","FT","North Potomac","MD","20878","N","R","ELAP",16,0,0,"N","N","2021","N","Y"
"6473","20202905","F","Black / African Am.","18 - 20","Clarksburg High School","FT","Germantown","MD","20876","Y","G","Health Sciences",17,9,2.67,"Y","N","2021","N","Y"
"6474","20202906","M","Hispanic","< 18","Montgomery Blair High School","FT","Montgomery Village","MD","20886","Y","T","Science",22,19,3.69,"Y","N","2021","N","Y"
"6475","20202907","F","White","18 - 20","Clarksburg High School","FT","Damascus","MD","20872","N","G","General Studies",16,14,3.71,"Y","Y","2021","N","Y"
"6476","20202908","F","Foreign","18 - 20","Quince Orchard Sr High School","PT","Giatherburg","MD","20886","N","G","Health Sciences",10,0,0,"N","N","2021","N","Y"
"6477","20202909","M","Foreign","< 18","Walter Johnson High School","FT","Bethesda","MD","20817","N","R","General Studies",18,12,2.25,"Y","N","2021","N","Y"
"6478","20202910","F","Black / African Am.","18 - 20","Thomas Sprigg Wootton High Sch","PT","Rockville","MD","20850","N",NA,"General Studies",9,9,3,"N","Y","2021","N","Y"
"6479","20202911","F","Hispanic","18 - 20","Montgomery Blair High School","PT","Silver Spring","MD","20901","N","R","Health Sciences",11,9,3.33,"Y","N","2021","N","Y"
"6480","20202912","F","Hispanic","18 - 20","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20011","N","T","General Studies",13,9,4,"Y","Y","2021","N","Y"
"6481","20202913","F","Foreign","18 - 20","Winston Churchill High School","FT","Potomac","MD","20854","N","R","Graphic Design",32,29,3.69,"Y","Y","2021","N","Y"
"6482","20202914","F","Hispanic","18 - 20","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20010","Y","T","Business",15,9,3.33,"Y","N","2021","N","Y"
"6483","20202915","F","Hispanic","18 - 20","Rockville High School","PT","Rockville","MD","20853","Y","R","Business",8,3,4,"Y","N","2021","N","Y"
"6484","20202916","F","Hispanic","18 - 20","Clarksburg High School","FT","Germantown","MD","20876","Y","G","Graphic Design",21,9,0.5,"N","N","2021","N","Y"
"6485","20202917","F","Hispanic","18 - 20","Wheaton High School","PT","Silver Spring","MD","20902","Y","R","Education",5,3,4,"Y","N","2021","N","Y"
"6486","20202918","F","Hispanic","18 - 20","Watkins Mill High School","FT","Montgomery Village","MD","20886","Y","G","General Studies",15,0,0,"N","N","2021","N","Y"
"6487","20202919","F","Black / African Am.","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20879","Y","G","Education",16,16,4,"Y","N","2021","N","Y"
"6488","20202920","F","White","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20852","N","R","General Studies",21,19,3.15,"Y","Y","2021","N","Y"
"6489","20202921","M","White","18 - 20","Damascus High School","PT","Gaithersburg","MD","20882","N","G","General Studies",11,6,2.67,"Y","N","2021","N","Y"
"6490","20202922","M","Asian","18 - 20","Walter Johnson High School","FT","Rockville","MD","20852","N","G","Science",18,16,3.06,"Y","Y","2021","N","Y"
"6491","20202924","F","Foreign","18 - 20","Paint Branch High School","FT","Spencerville","MD","20868","N","R","Hospitality",32,32,4,"N","Y","2021","N","Y"
"6492","20202925","M","Hispanic","18 - 20","Wheaton High School","FT","Silver Spring","MD","20906","N","R","Engineering Science",13,9,2.67,"Y","N","2021","N","Y"
"6493","20202926","F","Black / African Am.","< 18","Paint Branch High School","FT","Burtonsville","MD","20866","Y","R","General Studies",11,0,0,"N","N","2021","N","Y"
"6494","20202927","M","Black / African Am.","< 18","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20011","N","T","Computer Applications",14,0,0,"N","N","2021","N","Y"
"6495","20202928","M","Hispanic","18 - 20","James Hubert Blake High School","PT","Burtonsville","MD","20866","Y","T","Health Sciences",1,0,0,"N","N","2021","N","Y"
"6496","20202929","F","White","18 - 20","Rockville High School","FT","Rockville","MD","20853","N","R","General Studies",27,27,4,"Y","Y","2021","N","Y"
"6497","20202930","F","White","30 +","Out of State High School","PT","Ellicott City","MD","21043","Y","R","Computer Science",42,42,4,"Y","Y","2021","N","Y"
"6498","20202932","M","Black / African Am.","< 18","FOREIGN / INTERNATIONAL HS","FT","Laytonsville","MD","20882","Y","R","Engineering Science",22,15,0.95,"N","N","2021","N","Y"
"6499","20202933","N","Hispanic","25 - 29","Out of State High School","PT","Chevy Chase","MD","20815","Y","R","Computer Science",10,6,3.5,"N","N","2021","N","Y"
"6500","20202934","M","Black / African Am.","18 - 20","Colonel Zadok Magruder HS","PT","Gaithersburg","MD","20877","N","R","Music",6,0,0,"N","N","2021","N","Y"
"6501","20202936","F","White","18 - 20","Colonel Zadok Magruder HS","FT","Derwood","MD","20855","Y","R","Graphic Design",19,19,3.53,"Y","N","2021","N","Y"
"6502","20202937","M","White","18 - 20","Damascus High School","PT","Damascus","MD","20872","N","G","Business",11,3,3,"Y","N","2021","N","Y"
"6503","20202938","M","White","18 - 20","Sherwood High School","PT","Brookeville","MD","20833","Y","G","General Studies",11,9,4,"Y","N","2021","N","Y"
"6504","20202939","M","White","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","N","R","General Studies",15,0,0,"N","N","2021","N","Y"
"6505","20202940","F","White","21 - 24","Damascus High School","PT","Damascus","MD","20872","Y","R","General Studies",11,9,4,"Y","N","2021","N","Y"
"6506","20202941","M","Hispanic","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20905","Y","R","Business",13,13,1.85,"N","Y","2021","N","Y"
"6507","20202942","M","Hispanic","18 - 20","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20017","Y","T","Health Enhancement, Exercise Science, and
Physical Education",15,13,3,"Y","N","2021","N","Y"
"6508","20202943","F","Foreign","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Rockville","MD","20850","N","R","Education",9,3,4,"N","N","2021","N","Y"
"6509","20202944","M","Multi-Race","18 - 20","John F. Kennedy High School","PT","Silver Spring","MD","20906","N","R","General Studies",10,6,3.5,"Y","N","2021","N","Y"
"6510","20202945","F","Black / African Am.","18 - 20","Sherwood High School","FT","Olney","MD","20832","Y","T","Health Sciences",15,10,2.23,"Y","N","2021","N","Y"
"6511","20202946","F","White","18 - 20","Winston Churchill High School","FT","Potomac","MD","20854","N","G","General Studies",16,13,3.77,"N","N","2021","N","Y"
"6512","20202947","M","White","18 - 20","Sherwood High School","PT","Olney","MD","20832","N","R","General Studies",9,9,3.33,"Y","N","2021","N","Y"
"6513","20202948","M","Foreign","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","N","R","Health Enhancement, Exercise Science, and
Physical Education",16,12,3.5,"Y","N","2021","N","Y"
"6514","20202949","F","Asian","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20904","Y","R","Computer Science",16,16,4,"Y","Y","2021","N","Y"
"6515","20202950","M","Hispanic","18 - 20","Watkins Mill High School","FT","Montgomery Village","MD","20886","Y","R","Building Trade",20,14,2.21,"Y","N","2021","N","Y"
"6516","20202951","F","Foreign","18 - 20","Out of State High School","PT","Silver Spring","MD","20910","N","T","Health Sciences",8,6,2.5,"Y","Y","2021","N","Y"
"6517","20202952","M","Black / African Am.","18 - 20","Gaithersburg High School","FT","Germantown","MD","20876","Y","G","Computer Science",14,13,3.46,"N","Y","2021","N","Y"
"6518","20202953","F","Black / African Am.","18 - 20","James Hubert Blake High School","PT","Silver Spring","MD","20904","Y","T","Health Sciences",10,8,2.63,"Y","N","2021","N","Y"
"6519","20202954","F","White","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20901","N","T","General Studies",28,21,3.75,"N","N","2021","N","Y"
"6520","20202955","F","White","25 - 29","FOREIGN / INTERNATIONAL HS","FT","Montgomery Village","MD","20886","Y","R","Science",15,0,0,"N","N","2021","N","Y"
"6521","20202957","M","Asian","18 - 20","Richard Montgomery High School","FT","Potomac","MD","20854","Y","R","Science",31,27,3,"Y","Y","2021","N","Y"
"6522","20202958","M","White","18 - 20","Out of State High School","FT","Silver Spring","MD","20901","N","T","Computer Science",7,0,0,"N","N","2021","N","Y"
"6523","20202959","M","Black / African Am.","18 - 20","Walt Whitman High School","FT","Bethesda","MD","20817","N","R","Graphic Design",14,4,0.67,"N","N","2021","N","Y"
"6524","20202960","M","White","18 - 20","Lady Of Good Counsel - Olney","FT","Ashton","MD","20861","N","R","Business",14,12,2.75,"Y","N","2021","N","Y"
"6525","20202961","F","Hispanic","18 - 20","Seneca Valley High School","FT","Germantown","MD","20874","Y","T","Science",18,18,3.5,"Y","N","2021","N","Y"
"6526","20202962","M","White","30 +","G. E. D.","PT","Montgomery Village","MD","20886","N","G","General Studies",6,6,4,"Y","N","2021","N","Y"
"6527","20202964","F","Foreign","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20904","N","R","General Studies",12,12,4,"Y","Y","2021","N","Y"
"6528","20202965","M","White","18 - 20","Quince Orchard Sr High School","PT","Gaithersburg","MD","20878","N","R","General Studies",9,9,3.67,"Y","N","2021","N","Y"
"6529","20202966","F","Hispanic","18 - 20","Colonel Zadok Magruder HS","FT","Gaithersburg","MD","20877","Y","T","General Studies",18,18,3.75,"Y","Y","2021","N","Y"
"6530","20202967","F","Hispanic","18 - 20","High Point Sr High School","FT","Silver Spring","MD","20903","Y","T","Health Sciences",12,6,3.5,"Y","Y","2021","N","Y"
"6531","20202968","M","Asian","18 - 20","Rockville High School","FT","Rockville","MD","20853","Y","R","Business",12,6,4,"Y","N","2021","N","Y"
"6532","20202969","M","White","18 - 20","Winston Churchill High School","FT","Rockville","MD","20852","Y","R","Graphic Design",19,19,4,"Y","Y","2021","N","Y"
"6533","20202970","F","Black / African Am.","18 - 20","G. E. D.","FT","Silver Spring","MD","20904","Y","R","General Studies",19,3,0.25,"N","N","2021","N","Y"
"6534","20202971","F","Foreign","18 - 20","Clarksburg High School","FT","Germantown","MD","20876","N","T","General Studies",11,9,3,"N","Y","2021","N","Y"
"6535","20202972","N","Hispanic","18 - 20","Seneca Valley High School","PT","Germantown","MD","20874","N","G","General Studies",5,0,0,"N","N","2021","N","Y"
"6536","20202973","M","Hispanic","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","Y","R","Building Trade",9,3,3,"N","N","2021","N","Y"
"6537","20202974","M","White","18 - 20","Sherwood High School","FT","Olney","MD","20832","N","R","Engineering Science",13,10,1.85,"N","Y","2021","N","Y"
"6538","20202975","F","Hispanic","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20904","Y","T","Business",10,3,1.5,"N","N","2021","N","Y"
"6539","20202976","F","Hispanic","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","Y","G","General Studies",12,6,2.33,"Y","N","2021","N","Y"
"6540","20202977","F","White","18 - 20","Poolesville Jr-Sr High School","PT","Poolesville","MD","20837","N","G","Health Sciences",11,3,0.33,"N","N","2021","N","Y"
"6541","20202978","M","Black / African Am.","< 18","Paint Branch High School","FT","Silver Spring","MD","20904","Y","R","Building Trade",13,0,0,"N","N","2021","N","Y"
"6542","20202979","M","White","18 - 20","Bethesda Chevy Chase High Schl","FT","Bethesda","MD","20814","N","R","Business",22,22,3.73,"Y","N","2021","N","Y"
"6543","20202980","M","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20902","N",NA,"Engineering Science",11,0,0,"N","N","2021","N","Y"
"6544","20202981","F","Foreign","18 - 20","Wheaton High School","FT","Silver Spring","MD","20902","N","T","Education",12,10,4,"Y","N","2021","N","Y"
"6545","20202982","M","Black / African Am.","21 - 24","DISTRICT OF COLUMBIA HS","PT","Washington","DC","20019","Y","T","General Studies",9,0,0,"N","N","2021","N","Y"
"6546","20202983","M","White","< 18","G. E. D.","FT","Silver Spring","MD","20902","N","T","General Studies",22,22,3.5,"Y","Y","2021","N","Y"
"6547","20202984","F","Foreign","30 +","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20901","N","T","Health Sciences",14,6,3.5,"Y","N","2021","N","Y"
"6548","20202985","F","Foreign","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20903","N","T","Cybersecurity",34,34,3.73,"Y","N","2021","N","Y"
"6549","20202986","F","Black / African Am.","18 - 20","High Point Sr High School","PT","Takoma Park","MD","20912","Y","T","General Studies",8,6,3,"Y","N","2021","N","Y"
"6550","20202987","F","Black / African Am.","25 - 29","Parksdale High School","PT","Bladensburg","MD","20710","Y","R","General Studies",18,10,1,"N","N","2021","N","Y"
"6551","20202988","M","Black / African Am.","18 - 20","Montgomery Blair High School","PT","Silver Spring","MD","20902","Y","T","Business",7,6,2,"N","N","2021","N","Y"
"6552","20202989","M","Black / African Am.","18 - 20","Lady Of Good Counsel - Olney","FT","Silver Spring","MD","20903","N","T","Computer Science",13,13,2.69,"Y","Y","2021","N","Y"
"6553","20202990","F","Hispanic","18 - 20","Watkins Mill High School","PT","Gaithersburg","MD","20886","N","G","Business",11,0,0,"N","N","2021","N","Y"
"6554","20202991","M","White","18 - 20","Georgetown Preparatory School","FT","Potomac","MD","20854","N","R","Undeclared",9,9,3.33,"Y","N","2021","N","Y"
"6555","20202992","F","Black / African Am.","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","Y","R","Health Enhancement, Exercise Science, and
Physical Education",13,3,0.33,"N","N","2021","N","Y"
"6556","20202993","M","Hispanic","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20904","N","R","International Studies",18,12,0.5,"N","N","2021","N","Y"
"6557","20202995","M","Hispanic","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","N","T","Engineering Science",15,9,3.33,"Y","N","2021","N","Y"
"6558","20202996","M","Black / African Am.","18 - 20","Montgomery Blair High School","FT","Takoma Park","MD","20912","Y","R","Architectural Technology",14,10,2.8,"N","N","2021","N","Y"
"6559","20202997","M","Hispanic","18 - 20","Thomas Sprigg Wootton High Sch","PT","Montgomery Village","MD","20886","Y","R","Cybersecurity",8,3,1,"N","N","2021","N","Y"
"6560","20202998","F","Multi-Race","18 - 20","Watkins Mill High School","FT","Bethesda","MD","20814","Y","R","Science",14,9,0.75,"N","N","2021","N","Y"
"6561","20202999","M","Hispanic","< 18","Clarksburg High School","FT","Clarksburg","MD","20871","Y","G","Business",19,19,1.46,"Y","N","2021","N","Y"
"6562","20203000","F","Black / African Am.","< 18","Richard Montgomery High School","PT","Germantown","MD","20876","N","G","Graphic Design",12,0,0,"N","N","2021","N","Y"
"6563","20203001","M","Hispanic","18 - 20","Wheaton High School","FT","Silver Spring","MD","20902","Y","R","Business",18,0,0,"N","N","2021","N","Y"
"6564","20203002","F","Hispanic","18 - 20","Seneca Valley High School","FT","Germantown","MD","20874","N","G","Health Sciences",12,0,0,"N","N","2021","N","Y"
"6565","20203003","M","White","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","N","R","General Studies",20,18,3.5,"Y","Y","2021","N","Y"
"6566","20203004","F","Asian","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Rockville","MD","20850","Y","R","General Studies",10,0,0,"N","N","2021","N","Y"
"6567","20203005","M","Hispanic","18 - 20","Montgomery Blair High School","FT","Takoma Park","MD","20912","N","T","General Studies",15,13,3.7,"Y","Y","2021","N","Y"
"6568","20203006","F","Black / African Am.","18 - 20","Out of State High School","FT","Rockville","MD","20853","N","R","General Studies",22,6,3,"Y","N","2021","N","Y"
"6569","20203007","M","Black / African Am.","< 18","High Point Sr High School","FT","Takoma Park","MD","20912","Y","T","Science",9,3,1,"N","N","2021","N","Y"
"6570","20203008","F","Multi-Race","18 - 20","Montgomery Blair High School","FT","Takoma Park","MD","20912","Y","T","Graphic Design",16,16,3.81,"Y","N","2021","N","Y"
"6571","20203009","M","Hispanic","18 - 20","Clarksburg High School","FT","Boyds","MD","20841","Y","R","Business",16,12,4,"Y","N","2021","N","Y"
"6572","20203010","F","White","18 - 20","James Hubert Blake High School","FT","Silver Spring","MD","20905","N","R","Engineering Science",23,17,2.71,"Y","N","2021","N","Y"
"6573","20203011","F","Hispanic","18 - 20","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20011","Y","T","General Studies",12,10,2.8,"Y","Y","2021","N","Y"
"6574","20203012","F","White","18 - 20","Northwood High School","PT","Silver Spring","MD","20906","N","R","General Studies",10,3,3,"N","N","2021","N","Y"
"6575","20203013","F","White","18 - 20","Walter Johnson High School","FT","Rockville","MD","20852","N","R","Health Sciences",15,13,3,"Y","Y","2021","N","Y"
"6576","20203014","F","Foreign","25 - 29","FOREIGN / INTERNATIONAL HS","FT","Rockville","MD","20852","N","R","Business",16,6,4,"N","N","2021","N","Y"
"6577","20203015","F","Hispanic","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20904","Y","T","Health Sciences",15,13,2.69,"Y","Y","2021","N","Y"
"6578","20203016","M","Hispanic","18 - 20","John F. Kennedy High School","PT","Silver Spring","MD","20906","N","T","Criminal Justice",8,6,1.5,"N","N","2021","N","Y"
"6579","20203017","F","Black / African Am.","18 - 20","Walter Johnson High School","PT","Rockville","MD","20852","Y","R","General Studies",11,1,4,"N","N","2021","N","Y"
"6580","20203019","F","Hispanic","30 +","FOREIGN / INTERNATIONAL HS","PT","Montgomery Village","MD","20886","N","T","Undeclared",5,3,3,"Y","N","2021","N","Y"
"6581","20203020","F","Hispanic","18 - 20","FOREIGN / INTERNATIONAL HS","PT","New Carrollton","MD","20784","N","T","General Studies",12,12,3.08,"N","N","2021","N","Y"
"6582","20203021","F","Hispanic","30 +","Unknown","PT","Clarksburg","MD","20871","N","R","Education",8,3,3,"N","N","2021","N","Y"
"6583","20203022","F","Hispanic","18 - 20","Damascus High School","PT","Clarksburg","MD","20871","N","R","Interior Design",11,6,2,"N","N","2021","N","Y"
"6584","20203023","F","Multi-Race","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","N","T","Health Sciences",6,0,0,"N","N","2021","N","Y"
"6585","20203024","F","Asian","< 18","Rockville High School","FT","Rockville","MD","20853","Y","R","General Studies",16,12,3.5,"Y","Y","2021","N","Y"
"6586","20203025","F","White","30 +","FOREIGN / INTERNATIONAL HS","PT","Potomac","MD","20854","N","R","0",6,6,4,"N","N","2021","N","Y"
"6587","20203027","M","Foreign","18 - 20","Colonel Zadok Magruder HS","FT","Gaithersburg","MD","20879","N","R","General Studies",12,6,1.5,"N","N","2021","N","Y"
"6588","20203028","M","Black / African Am.","< 18","Montgomery Blair High School","FT","Takoma Park","MD","20912","Y","T","General Studies",12,10,4,"Y","Y","2021","N","Y"
"6589","20203029","F","Hispanic","21 - 24","Gaithersburg High School","PT","Gaithersburg","MD","20877","N","R","Education",13,13,3.54,"Y","N","2021","N","Y"
"6590","20203031","M","Black / African Am.","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20902","Y","T","Business",11,9,2.33,"Y","N","2021","N","Y"
"6591","20203032","F","Black / African Am.","18 - 20","Community Based Classroom","FT","Forestville","MD","20747","Y","R","Health Sciences",12,3,0.5,"N","N","2021","N","Y"
"6592","20203033","F","White","18 - 20","Colonel Zadok Magruder HS","PT","Derwood","MD","20855","N","R","General Studies",10,10,3.86,"Y","N","2021","N","Y"
"6593","20203034","M","White","18 - 20","Gaithersburg High School","PT","Rockville","MD","20850","N","R","Business",9,7,2,"Y","Y","2021","N","Y"
"6594","20203035","F","Black / African Am.","18 - 20","Springbrook Sr High School","PT","Silver Spring","MD","20904","Y","T","General Studies",3,0,0,"N","N","2021","N","Y"
"6595","20203036","F","White","18 - 20","Montgomery Blair High School","PT","Silver Spring","MD","20910","N","T","General Studies",11,6,3,"Y","N","2021","N","Y"
"6596","20203037","M","Black / African Am.","18 - 20","Clarksburg High School","FT","Germantown","MD","20876","Y","G","Business",11,9,2.67,"Y","Y","2021","N","Y"
"6597","20203038","M","Hispanic","18 - 20","Lady Of Good Counsel - Olney","FT","Silver Spring","MD","20902","N","R","Business",34,34,4,"Y","Y","2021","N","Y"
"6598","20203039","M","Multi-Race","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","N","G","General Studies",6,6,2.5,"N","N","2021","N","Y"
"6599","20203040","M","White","25 - 29","Out of State High School","FT","Germantown","MD","20874","N","G","Network and Wireless Technologies",14,12,4,"Y","Y","2021","N","Y"
"6600","20203041","F","Hispanic","21 - 24","John F. Kennedy High School","PT","Silver Spring","MD","20904","Y","T","Business",5,0,0,"N","N","2021","N","Y"
"6601","20203042","F","Black / African Am.","18 - 20","Clarksburg High School","FT","Boyds","MD","20841","N","R","Business",16,12,3.5,"Y","Y","2021","N","Y"
"6602","20203043","M","Black / African Am.","30 +","Out of State High School","FT","Upper Marlboro","MD","20774","Y","R","Architectural Technology",12,0,0,"N","N","2021","N","Y"
"6603","20203044","F","Foreign","18 - 20","Bethesda Chevy Chase High Schl","FT","Bethesda","MD","20814","N","T","Education",14,3,1,"N","N","2021","N","Y"
"6604","20203046","M","Hispanic","18 - 20","John F. Kennedy High School","PT","Silver Spring","MD","20906","Y","R","Communication",6,6,2.5,"Y","N","2021","N","Y"
"6605","20203047","F","White","18 - 20","Watkins Mill High School","PT","Montgomery Village","MD","20886","Y","G","Engineering Science",5,3,4,"N","N","2021","N","Y"
"6606","20203048","M","Black / African Am.","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","Y","G","Computer Applications",13,9,3.33,"Y","N","2021","N","Y"
"6607","20203049","M","Asian","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20904","Y","R","Business",16,16,3,"Y","Y","2021","N","Y"
"6608","20203050","F","Hispanic","< 18","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20011","N","T","Criminal Justice",19,13,2.08,"Y","N","2021","N","Y"
"6609","20203051","F","Black / African Am.","30 +","G. E. D.","PT","Germantown","MD","20876","N","G","Computer Applications",11,9,4,"Y","Y","2021","N","Y"
"6610","20203052","M","Black / African Am.","18 - 20","DISTRICT OF COLUMBIA HS","PT","Washington","DC","20011","Y","G","Computer Science",5,3,2,"Y","N","2021","N","Y"
"6611","20203053","F","Asian","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20903","Y","R","General Studies",12,9,2.25,"Y","N","2021","N","Y"
"6612","20203054","F","Black / African Am.","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","Y","R","Health Sciences",7,7,2.71,"N","N","2021","N","Y"
"6613","20203055","F","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","FT","Silver Spring","MD","20904","Y","R","General Studies",12,4,1.71,"N","N","2021","N","Y"
"6614","20203056","F","White","< 18","G. E. D.","FT","Silver Spring","MD","20902","Y","T","Computer Science",14,13,4,"N","Y","2021","N","Y"
"6615","20203058","M","Black / African Am.","18 - 20","Seneca Valley High School","FT","Germantown","MD","20876","Y","G","Computer Applications",16,9,3.67,"Y","Y","2021","N","Y"
"6616","20203059","M","White","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","Y","R","General Studies",15,0,0,"N","N","2021","N","Y"
"6617","20203060","F","Black / African Am.","21 - 24","Springbrook Sr High School","FT","Silver Spring","MD","20904","Y","T","Health Sciences",23,3,4,"N","N","2021","N","Y"
"6618","20203061","M","Asian","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","N","R","Science",14,10,3,"Y","N","2021","N","Y"
"6619","20203062","M","Hispanic","18 - 20","Springbrook Sr High School","PT","Silver Spring","MD","20903","N","T","General Studies",7,1,4,"N","N","2021","N","Y"
"6620","20203063","M","Foreign","30 +","Out of State High School","FT","Bethesda","MD","20814","N","R","General Studies",12,6,3.5,"Y","N","2021","N","Y"
"6621","20203065","M","Hispanic","18 - 20","Wheaton High School","FT","Silver Spring","MD","20906","Y","R","Building Trade",15,3,0.69,"Y","N","2021","N","Y"
"6622","20203066","M","Black / African Am.","18 - 20","Tuscarora High School","PT","Frederick","MD","21703","N","T","Computer Science",11,3,0.33,"N","N","2021","N","Y"
"6623","20203067","F","White","< 18","Northwest HS - Germantown","FT","Clarksburg","MD","20871","Y","G","Business",13,13,3.23,"Y","Y","2021","N","Y"
"6624","20203069","F","Hispanic","18 - 20","Richard Montgomery High School","FT","Silver Spring","MD","20902","Y","R","General Studies",13,6,1.2,"N","Y","2021","N","Y"
"6625","20203070","F","Multi-Race","18 - 20","DISTRICT OF COLUMBIA HS","PT","Bethesda","MD","20817","N","T","General Studies",2,2,2,"N","N","2021","N","Y"
